

     REGION 1A GIRLS' CROSS COUNTRY CHAMPIONSHIP

          OCTOBER 27, 1988

          3200 METERS

          NORTHERN HILLS GOLF COURSE     ROCHESTER, MN


   FINISH ORDER
    IND   TEAM       NAME                          TIME     GRADE     SCHOOL

      1     1       Wachholz Amy                  12:07.9      9     Lewiston
      2     2       Mazzitelli Julie              12:22.7     10     St. Charles/Dover-Eyota
      3     3       Buck Jody                     12:40.3     12     Lake City
      4     4       Sievers Stacy                 12:48.1     10     Rochester Lourdes
      5     5       Buck Shannon                  12:51.7      9     Lake City
      6     6       Cowell Sara                   12:51.9      8     LaCrescent
      7     7       Johnson Stacy                 13:03.3      7     LaCrescent
      8     8       Schumacher Trisha             13:08.2      8     Plainview
      9     9       Hines Nicole                  13:10.8     10     Rochester Lourdes
     10    10       Berryman Jena                 13:14.2     12     Pine Island
     11    11       Dankers Sarah                 13:15.8     11     Lake City
     12    12       Juers Alyson                  13:16.1      8     Lake City
     13    13       Hockens Denise                13:20.0      8     Elgin-Millville
     14    14       Beltz Tracy                   13:20.4     10     Lake City
     15    15       Loegering Sharon              13:20.7      9     Rochester Lourdes
     16    16       Sievers Sara                  13:23.5      8     Rochester Lourdes
     17    17       Henry Jessica                 13:28.6      8     St. Charles/Dover-Eyota
     18     *       O'Grady Mici                  13:32.1     12     Waseca
     19    18       Howard Sara                   13:32.9     10     Plainview
     20    19       Holtorf Tracey                13:33.2     12     Plainview
     21    20       Schoberg Kelly                13:36.0      8     Plainview
     22    21       Mayer Jenny                   13:36.7     12     Rochester Lourdes
     23    22       Lanning Tara                  13:38.2      9     Plainview
     24    23       Nielsen Cindy                 13:39.3     10     Elgin-Millville
     25    24       Link Niki                     13:41.3     11     Lake City
     26    25       Anderson Rachel               13:42.0     12     Stewartville
     27    26       Anderson Jolene               13:43.4      7     Elgin-Millville
     28    27       Cushman Lisa                  13:43.8      9     Elgin-Millville
     29    28       DeVaughn Kelly                13:44.5      7     Plainview
     30    29       Lindmeier Ann                 13:45.4     12     Lake City
     31    30       Jobe Amy                      13:49.4      9     Elgin-Millville
